stu_id,exer_id,cpt_seq,label
2,41,"6,14",1
2,63,18,0
2,224,80,0
2,59,14,1
2,178,47,1
2,234,81,1
2,248,82,1
2,281,98,1
2,163,44,1
2,278,98,1
2,236,81,0
2,137,"37,55",1
2,200,53,1
2,189,52,1
2,247,82,1
2,75,22,1
2,157,41,1
2,203,53,1
2,90,29,0
2,119,33,1
2,147,38,1
2,79,25,1
2,228,80,1
2,88,29,1
2,76,25,0
2,133,37,1
2,270,97,1
2,198,53,0
2,93,29,1
2,122,34,1
2,144,38,0
2,213,78,1
2,123,34,1
2,46,"6,11",1
2,251,82,1
3,315,99,1
3,314,99,1
3,311,99,1
3,317,99,1
3,312,99,1
3,322,99,1
3,328,99,1
3,318,99,1
3,327,99,1
3,321,99,1
3,325,99,1
3,313,99,1
3,324,99,0
3,304,99,0
3,306,99,0
3,309,63,1
3,326,99,1
3,302,99,1
4,427,20,0
4,471,29,1
4,839,106,1
4,543,36,1
4,194,53,1
4,726,56,1
4,362,"6,37",1
4,586,42,1
4,632,48,0
4,583,41,1
4,579,41,1
4,346,2,1
4,535,"34,35,46",0
4,836,106,0
4,668,50,1
4,91,29,1
4,696,53,1
4,676,51,0
4,547,37,1
4,389,"12,13",1
4,149,"39,46",1
4,821,98,1
4,688,52,1
4,559,38,1
4,114,33,1
4,750,80,1
4,456,26,1
4,409,20,0
4,769,82,1
4,747,79,1
4,393,13,1
4,797,96,1
4,504,33,1
4,508,34,1
4,512,"34,35,46",0
4,813,98,1
4,827,99,1
4,544,37,1
4,376,"7,44",1
4,633,48,1
4,588,42,1
4,343,"1,44",1
4,840,106,0
4,407,20,0
4,468,29,1
4,650,49,1
4,554,37,1
4,737,67,1
4,616,46,1
4,733,63,1
4,684,52,1
4,410,20,1
4,766,81,1
4,550,37,1
4,352,4,1
4,789,94,1
4,635,48,1
4,846,106,0
4,787,93,1
4,333,"1,44",1
4,584,42,1
4,557,37,1
4,480,30,1
4,842,106,1
4,515,"34,35,46",0
4,436,20,1
4,692,53,1
4,622,46,1
4,386,"12,13",1
4,841,106,0
4,814,98,1
4,444,"22,80",1
4,431,20,1
4,349,"3,121",1
4,537,"34,35,46",1
4,594,44,1
4,420,20,1
4,659,49,1
4,489,"32,33",1
4,798,96,1
4,425,20,1
4,518,"34,35,46",0
4,429,20,1
4,781,89,1
4,545,"37,55",1
4,478,30,1
4,625,47,1
4,602,"45,58",1
4,430,20,1
4,561,"39,46",1
4,106,30,1
4,472,30,1
4,227,80,1
4,548,37,1
4,295,99,1
4,462,29,1
4,484,30,0
4,761,81,1
4,555,37,1
4,687,52,1
4,695,53,1
4,577,41,1
4,820,98,1
4,685,52,1
4,519,"34,35,46",1
4,481,30,1
4,434,20,0
4,460,29,1
4,525,34,1
4,341,"1,31,49",1
4,453,25,1
4,371,"7,44",1
4,655,49,1
4,592,44,1
4,440,21,1
4,465,29,1
4,540,"34,35,46",1
4,749,80,0
4,226,80,1
4,838,106,1
4,502,33,1
4,783,92,1
4,374,"7,44",0
4,438,20,1
4,775,83,1
4,552,"37,55",1
4,642,48,1
4,756,81,1
4,833,104,1
4,354,"5,8",1
4,712,53,0
4,852,119,1
4,638,48,0
4,716,53,1
4,403,17,1
4,665,49,1
4,664,49,1
4,363,"6,14",1
4,365,"6,11",1
4,658,49,1
4,439,20,1
4,759,81,1
4,828,99,1
4,718,54,0
4,509,"34,35,46",1
4,793,96,1
4,682,52,1
4,739,78,1
4,464,29,1
4,755,81,1
4,752,80,1
4,799,97,1
4,835,106,0
4,530,"34,35,46",0
4,801,97,1
4,631,48,1
4,673,51,1
4,715,53,1
4,811,98,0
4,381,"12,13",0
4,473,30,0
4,351,4,1
4,678,51,1
4,379,11,1
4,553,"37,55",1
4,582,41,1
4,562,"39,46",1
4,503,33,1
4,340,"1,24,31",1
4,486,30,1
4,699,53,1
4,587,42,1
4,593,44,1
4,426,20,0
4,542,36,1
4,400,14,1
4,571,"39,46",1
4,807,98,1
4,772,82,1
4,630,48,1
4,448,"23,29",0
4,476,30,1
4,454,25,1
4,845,106,1
4,624,46,1
4,644,49,1
4,345,2,1
4,419,20,1
4,423,20,1
4,848,106,1
4,531,"34,35,46",0
4,598,"45,58",1
4,619,46,1
4,495,32,1
4,764,81,1
4,513,"34,35,46",1
4,578,41,1
4,338,"1,24,31,48",1
4,570,"39,46",0
4,538,"34,35,46",1
4,822,99,0
4,754,80,1
4,356,"6,8",1
4,334,"1,44",1
4,569,"39,46",0
4,445,"22,80",1
4,202,53,1
4,760,81,1
4,717,54,1
4,433,20,1
4,350,"3,121",1
4,364,"6,14",1
4,337,"1,24,31,48",1
4,604,"45,58",1
4,394,13,1
4,479,30,1
4,416,20,0
4,601,"45,58",1
4,812,98,1
4,359,"6,9",1
4,771,82,1
4,392,13,1
4,711,53,1
4,369,7,1
4,727,56,1
4,748,79,1
4,636,48,0
4,524,34,1
4,669,50,0
4,805,98,1
4,467,29,1
4,596,"45,58",0
4,623,46,1
4,257,96,1
4,599,"45,58",0
4,528,"34,35,46",1
4,558,38,1
4,574,"39,46",1
4,575,41,1
4,344,"1,44",1
4,612,46,1
4,743,79,1
4,843,106,0
4,815,98,1
4,837,106,1
4,488,32,1
4,566,"39,46",1
4,796,96,1
4,342,"1,24,31",1
4,417,20,1
4,643,49,1
4,501,33,1
4,666,49,1
4,663,49,1
4,595,"45,58",1
4,853,119,1
4,496,33,1
4,482,30,1
4,490,32,1
4,435,20,1
4,353,"5,10",1
4,442,22,1
4,788,93,1
4,697,53,0
4,829,103,1
4,366,7,1
4,549,37,1
4,832,104,1
4,831,104,1
4,197,53,0
4,391,13,1
4,406,18,1
4,732,60,1
4,674,51,1
4,707,53,0
4,564,"39,46",1
4,626,47,1
4,443,"22,80",0
4,411,20,0
4,713,53,1
4,800,97,1
4,634,48,1
4,824,99,1
4,516,"34,35,46",1
4,651,49,1
4,709,53,1
4,690,53,0
4,563,"39,46",0
4,451,"23,29",0
4,628,48,0
4,580,41,0
4,541,36,1
4,383,"12,13",1
4,804,98,1
4,767,82,1
4,762,81,1
4,607,"45,58",1
4,725,56,1
4,402,15,1
4,355,"5,11",1
4,830,104,1
4,533,"34,35,46",1
4,405,17,1
4,657,49,1
4,461,29,1
4,432,20,1
4,455,26,1
4,649,49,1
4,360,"6,10",1
4,529,"34,35,46",1
4,698,53,1
4,377,"7,44",1
4,370,7,1
4,404,17,1
4,844,106,1
4,536,"34,35,46",1
4,720,54,0
4,618,46,0
4,395,13,1
4,744,79,1
4,714,53,1
4,614,46,1
4,492,32,1
4,372,"7,44",1
4,724,56,1
4,826,99,0
4,810,98,1
4,477,30,1
4,808,98,1
4,683,52,1
4,368,7,1
4,589,44,1
4,330,"0,9",1
4,701,53,1
4,418,20,0
4,672,50,1
4,738,78,1
4,850,106,1
4,790,95,1
4,705,53,1
4,382,"12,13",1
4,681,52,1
4,710,53,1
4,823,99,1
4,819,98,1
4,640,48,1
4,703,53,1
4,487,32,1
4,446,"22,80",1
4,679,51,1
4,817,98,1
4,511,"34,35,46",0
4,792,96,1
4,654,49,1
4,825,99,1
4,452,"23,29",1
4,447,"23,29",0
4,773,82,1
4,396,14,1
4,397,14,1
4,648,49,1
4,816,98,1
4,621,46,1
4,782,92,1
4,380,12,1
4,637,48,0
4,660,49,1
4,499,33,1
4,556,37,1
4,390,13,0
4,741,79,1
4,675,51,1
4,527,"34,35,46",0
4,459,29,0
4,847,106,1
4,661,49,1
4,576,41,1
4,735,66,1
4,493,"32,33",1
4,572,"39,46",1
4,730,"58,104",1
4,568,"39,46",1
4,770,82,1
4,336,"1,24,31,48",1
4,647,49,1
4,751,80,0
4,721,54,1
4,745,79,1
4,700,53,1
4,757,81,1
4,734,63,1
4,457,26,1
5,862,"45,55",1
5,860,"45,55",1
5,857,"37,55",1
5,855,"37,55",0
5,868,"45,55",1
5,553,"37,55",0
5,546,"37,55",0
5,864,"45,55",1
5,856,"37,55",1
5,869,55,1
5,866,"45,55",1
5,870,55,1
5,865,"45,55",1
5,859,"45,55",1
5,854,"37,55",1
6,904,42,0
6,955,81,1
6,875,30,1
6,927,79,0
6,943,79,0
6,544,37,1
6,873,30,1
6,892,33,1
6,876,30,0
6,967,81,1
6,499,33,1
6,886,32,1
6,897,34,1
6,929,79,0
6,958,81,1
6,896,34,1
6,878,32,0
6,944,79,1
6,960,81,1
6,906,46,1
6,894,34,0
6,934,79,1
6,917,78,0
6,890,32,0
6,936,79,0
6,877,30,1
6,918,78,0
6,905,42,0
6,902,42,0
6,895,34,1
6,911,46,1
6,900,42,0
6,901,42,0
6,923,79,1
6,948,80,1
6,946,79,1
6,956,81,0
6,964,81,1
6,930,79,1
6,928,79,0
6,933,79,0
6,916,58,0
6,947,80,1
6,942,79,1
6,913,46,1
6,961,81,0
6,939,79,1
6,879,32,0
6,926,79,0
6,898,34,1
6,959,81,1
6,949,80,1
6,893,34,1
6,882,32,1
6,888,32,1
6,966,81,1
6,957,81,1
6,872,30,0
6,488,32,1
6,903,42,0
6,952,81,1
6,924,79,1
6,941,79,0
6,910,46,0
6,101,30,0
6,874,30,1
6,922,79,0
6,908,46,0
6,950,81,1
6,963,81,1
6,237,81,1
6,931,79,0
6,935,79,0
6,921,79,1
6,920,79,0
6,496,33,0
6,953,81,1
6,218,79,1
6,889,32,1
6,881,32,1
7,922,79,1
7,976,82,0
7,972,79,0
7,986,119,0
7,982,98,0
7,985,98,1
7,977,89,0
7,979,98,1
7,980,98,1
7,978,89,0
7,973,79,1
7,983,98,1
7,987,119,1
7,981,98,0
7,970,79,1
7,971,79,1
8,301,99,0
8,1046,"6,65",1
8,1134,98,0
8,1013,"3,121",1
8,1088,"7,44",1
8,1052,"6,14",1
8,1159,103,0
8,1024,"3,121",1
8,1004,2,1
8,1110,63,1
8,1147,99,1
8,1092,7,1
8,1061,"6,10",1
8,999,"1,31,49",0
8,1151,99,1
8,1014,"3,121",0
8,1139,98,0
8,1035,"5,8",1
8,1140,98,0
8,1057,"6,11",1
8,1166,106,0
8,947,80,1
8,1071,"6,11",1
8,299,99,0
8,1178,119,0
8,276,98,0
8,991,"0,11",0
8,1078,7,1
8,1135,98,0
8,376,"7,44",0
8,1172,119,1
8,994,"0,9",1
8,1008,"3,121",0
8,1133,98,0
8,1018,"3,121",1
8,1055,"6,9",1
8,1120,98,0
8,1049,"6,14",0
8,1012,"3,121",0
8,300,99,1
8,1072,"6,10",1
8,371,"7,44",0
8,1087,"7,44",0
8,1164,103,1
8,1095,"7,44",1
8,1002,"1,31,49",1
8,1084,"7,44",0
8,1096,"7,44",0
8,1114,80,1
8,1126,98,0
8,1097,"7,44",1
8,1039,"6,65",0
8,1149,99,1
8,1171,119,0
8,1103,49,0
8,1093,"7,44",0
8,1160,103,0
8,811,98,1
8,1150,99,0
8,1074,"6,10",1
8,1181,119,1
8,1019,"3,121",1
8,1011,"3,121",0
8,1142,98,1
8,1042,"6,65",0
8,1069,"6,9",1
8,1124,98,0
8,995,"1,44",0
8,1179,119,0
8,1036,"5,11",1
8,364,"6,14",1
8,827,99,1
8,1156,99,1
8,1132,98,1
8,1117,98,0
8,1098,"7,44",1
8,1080,"7,44",0
8,1153,99,1
8,1075,7,0
8,1154,99,1
8,1152,99,1
8,1180,119,1
8,1038,"6,65",0
8,1161,103,0
8,1144,98,1
8,819,98,1
8,1119,98,0
8,1007,"3,121",0
8,1010,"3,121",0
8,998,"1,31,49",1
8,1017,"3,121",0
8,1104,49,1
8,1029,"5,8",0
8,1033,"5,8",0
8,1079,"7,44",0
8,1006,2,1
8,1083,7,1
8,1137,98,1
8,1028,"5,11",0
8,1090,"7,44",0
8,290,98,0
8,302,99,1
8,1138,98,0
8,1173,119,1
8,1146,99,0
8,1094,"7,44",1
8,1027,"5,8",0
8,1064,"6,40",1
8,1030,"5,10",0
8,1070,"6,11",1
8,1143,98,1
8,1111,63,1
8,1081,"7,44",0
8,1047,"6,65",1
8,1073,"6,10",1
8,1175,119,0
8,1131,98,0
8,1109,63,1
8,1130,98,1
8,1086,"7,44",1
8,1059,"6,10",1
8,1158,103,0
8,1000,"1,44",1
8,1020,"3,121",1
8,370,7,0
8,1122,98,0
8,1106,49,0
8,1015,"3,121",1
8,996,"1,44",0
8,1056,"6,9",1
8,1129,98,0
8,1053,"6,8",1
8,1136,98,1
8,1155,99,0
8,1001,"1,31,49",1
8,1023,"3,121",1
8,1101,48,0
8,826,99,0
8,1022,"3,121",1
8,1062,"6,10",0
8,1050,"6,40",1
8,1051,"6,14",1
8,1163,103,0
8,1054,"6,8",1
8,317,99,1
8,1127,98,1
8,1063,"6,10",1
8,1128,98,0
8,1121,98,1
8,346,2,0
8,993,"0,11",1
8,1148,99,1
8,1105,49,1
8,1102,49,0
9,1211,82,1
9,1213,82,1
9,754,80,1
9,953,81,1
9,1188,"37,55",1
9,1205,67,0
9,1196,52,1
9,686,52,0
9,1189,"37,55",1
9,1207,67,1
9,1187,"37,55",1
9,736,67,1
9,1204,67,0
9,1208,79,1
9,476,30,1
9,1198,52,1
9,1185,30,1
9,1206,67,1
9,189,52,1
9,1190,37,1
9,551,37,1
9,1186,36,1
9,1199,52,1
9,1193,52,1
9,1182,17,1
9,1195,52,1
9,1197,52,1
9,1214,82,1
9,1184,27,1
9,1202,52,1
9,1215,82,1
9,143,37,0
9,1209,80,1
9,1216,96,1
10,1273,14,1
10,378,9,0
10,1330,54,1
10,1265,14,1
10,1375,119,1
10,1246,"6,10",1
10,1344,80,1
10,1262,7,1
10,1366,96,1
10,1220,4,1
10,1095,"7,44",1
10,1281,30,1
10,1331,54,1
10,1270,14,0
10,1361,82,1
10,1359,82,0
10,1328,54,1
10,264,96,0
10,1324,44,1
10,1353,81,1
10,1268,14,1
10,1320,42,1
10,1291,33,1
10,1239,"6,9",0
10,899,37,1
10,1318,42,1
10,1365,96,0
10,1288,33,1
10,962,81,1
10,549,37,1
10,502,33,0
10,134,37,1
10,1229,4,1
10,1335,66,1
10,1340,79,1
10,375,"7,44",1
10,1234,"5,8",1
10,1284,32,1
10,45,"6,11",1
10,1263,"7,44",1
10,1274,14,1
10,1264,9,0
10,1282,30,1
10,142,37,1
10,370,7,1
10,114,33,1
10,1245,"6,9",1
10,1228,4,1
10,1240,"6,11",1
10,1260,7,1
10,949,80,0
10,544,37,1
10,1286,"32,33",1
10,1347,81,0
10,1316,"39,46",1
10,346,2,0
10,1300,36,1
10,1302,36,1
10,239,81,0
10,1242,"6,11",1
10,1231,"5,10",1
10,1362,82,1
10,1243,"6,8",1
10,263,96,1
10,1348,81,1
10,1257,"7,44",1
10,1336,66,0
10,1219,"1,44",0
10,1343,80,1
10,1376,119,1
10,1254,7,1
10,1349,81,0
10,503,33,1
10,1323,44,1
10,1337,78,1
10,1314,"39,46",1
10,1317,41,1
10,496,33,1
10,1357,82,1
10,1285,32,1
10,1283,30,1
10,1071,"6,11",1
10,1250,"6,10",1
10,1329,54,0
10,1225,4,1
10,1341,80,1
10,38,4,1
10,1256,"7,44",1
10,1354,82,1
10,1066,"6,8",1
10,1373,119,0
10,1333,55,1
10,1226,4,1
10,1248,"6,11",1
10,1297,36,0
10,1289,33,1
10,1233,"5,8",1
10,1311,"39,46",1
10,1350,81,0
10,1370,96,1
10,374,"7,44",1
10,1360,82,1
10,1351,81,1
10,1332,55,0
10,1368,96,1
10,1272,14,1
10,1301,36,1
10,1247,"6,10",1
10,1363,82,1
10,1249,"6,10",1
10,1253,7,1
10,1299,36,1
10,1308,38,1
10,1290,33,1
10,376,"7,44",1
10,557,37,1
10,1372,119,0
10,1238,"6,9",1
10,1378,119,1
10,1327,46,1
10,1294,33,0
10,1222,4,0
10,564,"39,46",0
10,1227,4,1
10,1304,"37,55",0
10,722,54,1
10,1377,119,1
10,1355,82,1
10,1241,"6,11",0
10,1223,4,1
10,1369,96,1
10,225,80,0
10,1224,4,0
10,865,"45,55",1
10,577,41,1
10,1352,81,1
10,1298,36,1
10,1310,"39,46",1
10,500,33,1
10,1091,7,1
10,1271,14,0
10,1306,37,1
10,1295,33,1
10,1087,"7,44",0
10,1339,79,1
10,1279,30,1
10,1346,81,1
10,1244,"6,8",1
10,547,37,1
10,640,48,0
10,1235,"5,8",1
10,230,80,0
10,1326,"45,55",1
10,1345,81,1
10,1266,14,0
11,1446,81,1
11,927,79,1
11,1437,79,0
11,1382,"5,8",0
11,1208,79,0
11,224,80,0
11,1435,79,0
11,1380,"5,11",0
11,1431,53,1
11,1411,37,1
11,695,53,1
11,1409,37,1
11,1416,41,1
11,576,41,0
11,1426,47,1
11,1433,58,0
11,1381,"5,10",0
11,1406,34,1
11,1428,48,1
11,971,79,0
11,1443,81,1
11,1405,33,1
11,759,81,1
11,1379,"5,8",0
11,1397,30,1
11,1306,37,1
11,1421,42,1
11,1387,"6,9",1
11,1398,30,1
11,1422,42,1
11,1442,81,1
11,1384,"6,9",0
11,1417,41,1
11,949,80,0
11,694,53,1
11,580,41,1
11,1444,81,1
11,628,48,1
11,1429,48,1
11,1418,41,0
11,1389,"6,10",1
11,548,37,1
11,1448,82,1
11,1439,79,0
11,1386,"6,9",1
11,1440,79,1
11,1403,33,1
11,1401,32,1
11,1290,33,1
11,692,53,1
11,1427,47,1
11,1287,33,1
11,1447,82,1
11,1425,47,1
11,1415,38,1
11,1423,44,1
11,1244,"6,8",0
11,1414,38,1
11,356,"6,8",1
11,1436,79,0
11,1402,33,1
11,193,53,1
11,1394,30,1
11,1413,38,1
11,1209,80,0
11,1419,41,1
11,1410,37,1
11,1395,30,1
11,1430,53,0
12,1527,52,1
12,1534,55,1
12,1487,41,0
12,1557,97,1
12,1458,30,1
12,1485,38,1
12,949,80,1
12,1471,"32,33",1
12,1488,41,1
12,1537,78,1
12,1398,30,0
12,1456,30,1
12,791,96,1
12,556,37,1
12,1542,81,1
12,1562,97,1
12,1533,55,1
12,1452,30,1
12,1476,33,1
12,1559,97,1
12,613,46,1
12,1532,54,1
12,1475,33,1
12,1506,46,1
12,1449,30,1
12,1503,"45,55",1
12,1513,48,1
12,1464,32,0
12,1466,32,1
12,1556,96,1
12,1469,"32,33",1
12,1494,44,1
12,249,82,1
12,1473,32,1
12,1546,81,1
12,1516,49,1
12,1188,"37,55",1
12,1468,"32,33",0
12,1554,96,1
12,864,"45,55",0
12,1499,44,1
12,550,37,1
12,1530,53,1
12,1450,30,1
12,1484,37,1
12,1536,56,1
12,1495,44,1
12,244,82,1
12,135,37,1
12,899,37,0
12,1324,44,1
12,1564,98,0
12,695,53,1
12,1540,80,0
12,1451,30,1
12,578,41,1
12,1480,"34,35,46",1
12,1486,41,1
12,1528,53,1
12,1515,48,1
12,1293,33,1
12,441,"22,51",1
12,1457,30,1
12,1498,44,0
12,1191,38,1
12,1538,79,1
12,245,82,1
12,551,37,1
12,1565,98,1
12,1531,53,1
12,577,41,1
12,1526,52,1
12,1453,30,0
12,1512,47,1
12,1500,44,1
12,1459,30,0
12,749,80,1
12,1511,47,1
12,1544,81,1
12,1539,79,1
12,1553,96,1
12,1517,49,0
12,1520,49,1
12,1194,52,1
12,1558,97,1
12,1567,98,0
12,948,80,0
12,1455,30,1
12,230,80,0
12,96,30,1
12,1509,47,0
12,1524,52,0
12,1552,96,0
12,1454,30,0
12,698,53,0
12,1510,47,1
12,686,52,1
12,549,37,1
12,1550,82,0
12,1478,34,1
12,1472,32,1
12,1549,82,1
12,1483,"34,35,46",1
12,1491,42,1
12,1522,52,1
12,1563,97,1
12,707,53,1
12,1519,49,1
12,1545,81,1
12,1490,42,1
12,1523,52,0
12,1548,82,1
12,1489,41,1
12,1525,52,1
12,1482,"34,35,46",1
12,136,"37,55",1
12,1496,44,0
12,1541,80,1
12,1477,34,1
12,1462,32,1
13,194,53,0
13,583,41,1
13,705,53,1
13,871,55,1
13,1593,32,1
13,1645,79,1
13,1648,79,1
13,1583,30,1
13,441,"22,51",1
13,22,"6,8",1
13,1471,"32,33",1
13,1570,"6,10",1
13,1465,32,1
13,1599,"37,55",0
13,1649,81,1
13,1600,"37,55",1
13,1590,30,1
13,547,37,1
13,1666,82,1
13,1618,44,0
13,1065,"6,8",1
13,1635,47,1
13,1626,47,0
13,1616,42,1
13,1615,42,1
13,1612,42,0
13,1655,81,1
13,1608,41,1
13,1628,47,0
13,772,82,1
13,580,41,1
13,1586,30,0
13,1622,"45,55",1
13,749,80,1
13,1589,30,0
13,1573,22,0
13,1654,81,1
13,1609,41,1
13,175,47,0
13,1653,81,1
13,1580,30,1
13,1602,"37,55",1
13,1462,32,0
13,1620,44,1
13,1569,"6,10",1
13,1639,53,0
13,1633,47,1
13,1650,81,0
13,1665,82,1
13,1621,44,1
13,1604,37,1
13,1631,47,1
13,101,30,0
13,1663,82,1
13,1660,81,1
13,1640,53,0
13,1630,47,0
13,1347,81,1
13,1636,48,1
13,1641,53,0
13,1646,79,1
13,1614,42,1
13,1656,81,0
13,1637,48,1
13,1624,47,0
13,1355,82,0
13,1603,37,1
13,883,32,0
13,1658,81,1
13,1572,17,1
13,1606,41,0
13,1625,47,0
13,1333,55,1
13,1364,82,1
13,1281,30,1
13,1607,41,1
13,1638,53,1
13,1613,42,0
13,1574,22,1
13,1657,81,1
13,1429,48,1
13,1213,82,1
13,1534,55,0
13,1587,30,1
13,1591,32,1
13,1605,38,1
13,1647,79,1
13,357,"6,8",0
13,1634,47,1
13,199,53,1
13,551,37,1
13,1584,30,1
13,1576,"22,51",1
13,227,80,1
13,1578,22,1
13,1577,22,1
13,1642,53,1
13,1186,36,1
13,1661,82,1
13,1651,81,1
13,1659,81,1
13,1596,"32,33",1
13,237,81,1
14,859,"45,55",1
14,1684,36,1
14,686,52,0
14,1668,30,1
14,1600,"37,55",1
14,1734,84,0
14,114,33,1
14,623,46,1
14,1731,82,1
14,1699,"45,55",1
14,1674,33,1
14,142,37,1
14,1679,"34,35,46",0
14,1710,52,0
14,1737,97,1
14,1700,"45,55",1
14,1728,81,1
14,1712,58,1
14,612,46,1
14,1697,44,1
14,556,37,1
14,1723,79,1
14,1691,42,1
14,1685,"37,55",1
14,923,79,0
14,1675,33,1
14,1686,"37,55",1
14,118,33,1
14,1706,48,1
14,1604,37,1
14,577,41,1
14,1703,46,1
14,1735,96,0
14,1446,81,1
14,1711,55,1
14,1302,36,1
14,1689,41,1
14,1736,96,0
14,1306,37,1
14,1721,79,1
14,1695,44,0
14,1713,78,1
14,1717,79,1
14,1672,32,1
14,1708,49,1
14,1709,49,0
14,1603,37,1
14,137,"37,55",0
14,1681,36,1
14,1729,81,1
14,481,30,1
14,1714,79,1
14,1688,41,0
14,1667,17,1
14,1702,46,1
14,1725,80,1
14,1732,83,0
14,1693,42,0
14,1707,48,1
14,1670,30,1
14,1719,79,0
14,229,80,1
14,866,"45,55",0
14,1716,79,0
14,1343,80,1
14,1418,41,1
14,1705,47,0
14,1683,36,1
14,1701,46,0
14,30,81,1
14,1724,79,1
14,1692,42,0
14,692,53,0
14,1690,42,1
14,1676,33,1
14,1727,81,1
15,1770,38,1
15,1799,53,1
15,1786,44,1
15,141,37,1
15,1836,82,1
15,1779,41,1
15,889,32,1
15,195,53,1
15,1826,81,1
15,1748,17,1
15,158,41,1
15,1759,30,1
15,1738,"3,121",1
15,1750,22,0
15,1840,106,0
15,1744,"3,121",1
15,1742,"3,121",1
15,1811,79,1
15,1835,82,1
15,1778,41,1
15,1777,41,1
15,1431,53,1
15,947,80,1
15,1538,79,1
15,1841,106,0
15,858,"37,55",1
15,1513,48,1
15,1830,81,1
15,1604,37,0
15,153,41,1
15,1842,106,0
15,1810,78,1
15,1809,78,1
15,1825,81,1
15,576,41,1
15,1762,"32,33",1
15,1813,79,1
15,1753,30,1
15,1816,79,1
15,1410,37,1
15,968,81,1
15,1843,106,0
15,1763,"32,33",1
15,1766,33,1
15,1850,106,0
15,1780,42,1
15,1814,79,1
15,1788,44,1
15,700,53,1
15,1782,42,1
15,1012,"3,121",1
15,1807,56,1
15,1745,"3,121",0
15,1603,37,0
15,1849,106,0
15,1804,53,1
15,1800,53,1
15,1772,41,0
15,1812,79,1
15,1706,48,1
15,1752,30,1
15,1828,81,1
15,241,81,1
15,1775,41,1
15,1831,81,1
15,750,80,1
15,1823,81,1
15,1798,53,0
15,198,53,1
15,1112,80,1
15,1457,30,1
15,1749,"22,51",0
15,1791,47,1
15,1425,47,0
15,631,48,0
15,1847,106,0
15,1739,"3,121",0
